"","gdenr","gemeinde_f","value","pct_gde","top_names_table"
"1493",5049,"Blenio",54,3.17,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Solari $/td£ $td£ 54 $/td£  $td£ 3.17% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Devittori $/td£ $td£ 40 $/td£  $td£ 2.34% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bianchi $/td£ $td£ 34 $/td£  $td£ 1.99% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Scapozza $/td£ $td£ 34 $/td£  $td£ 1.99% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Rigozzi $/td£ $td£ 28 $/td£  $td£ 1.64% $/td£ $/tr£¢ $/table£"
"1494",5050,"Serravalle",42,2.03,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Dandrea $/td£ $td£ 42 $/td£  $td£ 2.03% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Ferrari $/td£ $td£ 42 $/td£  $td£ 2.03% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Casada $/td£ $td£ 31 $/td£  $td£ 1.5% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Baggi $/td£ $td£ 29 $/td£  $td£ 1.4% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bozzini $/td£ $td£ 25 $/td£  $td£ 1.21% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Cavargna $/td£ $td£ 25 $/td£  $td£ 1.21% $/td£ $/tr£¢ $/table£"
"1495",5061,"Airolo",66,4.51,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Beffa $/td£ $td£ 66 $/td£  $td£ 4.51% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Lombardi $/td£ $td£ 35 $/td£  $td£ 2.39% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Dotta $/td£ $td£ 33 $/td£  $td£ 2.25% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pedrini $/td£ $td£ 32 $/td£  $td£ 2.19% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Filippi $/td£ $td£ 20 $/td£  $td£ 1.37% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ramelli $/td£ $td£ 20 $/td£  $td£ 1.37% $/td£ $/tr£¢ $/table£"
"1496",5063,"Bedretto",13,12.87,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Leonardi $/td£ $td£ 13 $/td£  $td£ 12.87% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Forni $/td£ $td£ 9 $/td£  $td£ 8.91% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Jurietti $/td£ $td£ 5 $/td£  $td£ 4.95% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Orelli $/td£ $td£ 3 $/td£  $td£ 2.97% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Serafino $/td£ $td£ 3 $/td£  $td£ 2.97% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Vicari $/td£ $td£ 3 $/td£  $td£ 2.97% $/td£ $/tr£¢ $/table£"
"1497",5064,"Bodio",20,2.22,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Talaj $/td£ $td£ 20 $/td£  $td£ 2.22% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Pedroli $/td£ $td£ 15 $/td£  $td£ 1.67% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Kikaj $/td£ $td£ 11 $/td£  $td£ 1.22% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Janev $/td£ $td£ 9 $/td£  $td£ 1% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Carobbio $/td£ $td£ 8 $/td£  $td£ 0.89% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Fernandes $/td£ $td£ 8 $/td£  $td£ 0.89% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Imelli $/td£ $td£ 8 $/td£  $td£ 0.89% $/td£ $/tr£§ 
$tr£ $td£ 5. $/td£ $td£ Lanza $/td£ $td£ 8 $/td£  $td£ 0.89% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Polli $/td£ $td£ 8 $/td£  $td£ 0.89% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Rauseo $/td£ $td£ 8 $/td£  $td£ 0.89% $/td£ $/tr£¢ $/table£"
"1498",5071,"Dalpe",14,7.73,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Fransioli $/td£ $td£ 14 $/td£  $td£ 7.73% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gianella $/td£ $td£ 13 $/td£  $td£ 7.18% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sartore $/td£ $td£ 10 $/td£  $td£ 5.52% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Dotti $/td£ $td£ 9 $/td£  $td£ 4.97% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Braga $/td£ $td£ 7 $/td£  $td£ 3.87% $/td£ $/tr£¢ $/table£"
"1499",5072,"Faido",42,1.53,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Darani $/td£ $td£ 42 $/td£  $td£ 1.53% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Dazzi $/td£ $td£ 27 $/td£  $td£ 0.98% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Brentini $/td£ $td£ 21 $/td£  $td£ 0.76% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Farei-Campagna $/td£ $td£ 19 $/td£  $td£ 0.69% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Berta $/td£ $td£ 18 $/td£  $td£ 0.65% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Defanti $/td£ $td£ 18 $/td£  $td£ 0.65% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Giugliemma $/td£ $td£ 18 $/td£  $td£ 0.65% $/td£ $/tr£§ 
$tr£ $td£ 5. $/td£ $td£ Jovic $/td£ $td£ 18 $/td£  $td£ 0.65% $/td£ $/tr£¢ $/table£"
"1500",5073,"Giornico",16,2.01,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Giudici $/td£ $td£ 16 $/td£  $td£ 2.01% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Solari $/td£ $td£ 14 $/td£  $td£ 1.76% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bresciani $/td£ $td£ 11 $/td£  $td£ 1.38% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bodino $/td£ $td£ 9 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Dashi $/td£ $td£ 9 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Lavagno $/td£ $td£ 9 $/td£  $td£ 1.13% $/td£ $/tr£¢ $/table£"
"1501",5076,"Personico",17,5.5,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Guzzi $/td£ $td£ 17 $/td£  $td£ 5.5% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Belli $/td£ $td£ 11 $/td£  $td£ 3.56% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bontà $/td£ $td£ 10 $/td£  $td£ 3.24% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Citino $/td£ $td£ 9 $/td£  $td£ 2.91% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Cremini $/td£ $td£ 9 $/td£  $td£ 2.91% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rossetti $/td£ $td£ 9 $/td£  $td£ 2.91% $/td£ $/tr£¢ $/table£"
"1502",5077,"Pollegio",13,1.52,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Imperatori $/td£ $td£ 13 $/td£  $td£ 1.52% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Simoni $/td£ $td£ 12 $/td£  $td£ 1.41% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Romaneschi $/td£ $td£ 11 $/td£  $td£ 1.29% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Sassi $/td£ $td£ 10 $/td£  $td£ 1.17% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Reali $/td£ $td£ 9 $/td£  $td£ 1.05% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Stollaj $/td£ $td£ 9 $/td£  $td£ 1.05% $/td£ $/tr£¢ $/table£"
"1503",5078,"Prato (Leventina)",18,4.72,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gendotti $/td£ $td£ 18 $/td£  $td£ 4.72% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Giobbi $/td£ $td£ 13 $/td£  $td£ 3.41% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Sartore $/td£ $td£ 12 $/td£  $td£ 3.15% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Aebischer $/td£ $td£ 9 $/td£  $td£ 2.36% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Vezzoli $/td£ $td£ 9 $/td£  $td£ 2.36% $/td£ $/tr£¢ $/table£"
"1504",5079,"Quinto",37,3.92,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gobbi $/td£ $td£ 37 $/td£  $td£ 3.92% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Guscetti $/td£ $td£ 34 $/td£  $td£ 3.61% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Celio $/td£ $td£ 29 $/td£  $td£ 3.08% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Jelmini $/td£ $td£ 23 $/td£  $td£ 2.44% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Mottini $/td£ $td£ 18 $/td£  $td£ 1.91% $/td£ $/tr£¢ $/table£"
"1505",5091,"Ascona",25,0.46,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Poncini $/td£ $td£ 25 $/td£  $td£ 0.46% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Duca $/td£ $td£ 22 $/td£  $td£ 0.41% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rampazzi $/td£ $td£ 19 $/td£  $td£ 0.35% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Nessi $/td£ $td£ 17 $/td£  $td£ 0.32% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ferrari $/td£ $td£ 15 $/td£  $td£ 0.28% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Müller $/td£ $td£ 15 $/td£  $td£ 0.28% $/td£ $/tr£¢ $/table£"
"1506",5096,"Brione sopra Minusio",5,1.13,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Cammarata $/td£ $td£ 5 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Decarli $/td£ $td£ 5 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Gianini $/td£ $td£ 5 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Marcollo $/td£ $td£ 5 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Muccio $/td£ $td£ 5 $/td£  $td£ 1.13% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Müller $/td£ $td£ 5 $/td£  $td£ 1.13% $/td£ $/tr£¢ $/table£"
"1507",5097,"Brissago",30,1.85,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Franconi $/td£ $td£ 30 $/td£  $td£ 1.85% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Prato $/td£ $td£ 23 $/td£  $td£ 1.42% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Berta $/td£ $td£ 21 $/td£  $td£ 1.3% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Storelli $/td£ $td£ 21 $/td£  $td£ 1.3% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Chiappini $/td£ $td£ 18 $/td£  $td£ 1.11% $/td£ $/tr£¢ $/table£"
"1508",5108,"Gordola",51,1.06,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Matasci $/td£ $td£ 51 $/td£  $td£ 1.06% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Togni $/td£ $td£ 45 $/td£  $td£ 0.93% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Scolari $/td£ $td£ 42 $/td£  $td£ 0.87% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Mozzetti $/td£ $td£ 41 $/td£  $td£ 0.85% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bruno $/td£ $td£ 39 $/td£  $td£ 0.81% $/td£ $/tr£¢ $/table£"
"1509",5112,"Lavertezzo",38,3.07,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bacciarini $/td£ $td£ 38 $/td£  $td£ 3.07% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Barloggio $/td£ $td£ 23 $/td£  $td£ 1.86% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Rossi $/td£ $td£ 22 $/td£  $td£ 1.78% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Maggini $/td£ $td£ 19 $/td£  $td£ 1.54% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Togni $/td£ $td£ 13 $/td£  $td£ 1.05% $/td£ $/tr£¢ $/table£"
"1510",5113,"Locarno",51,0.31,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ da Silva $/td£ $td£ 51 $/td£  $td£ 0.31% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ferrari $/td£ $td£ 48 $/td£  $td£ 0.29% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bernasconi $/td£ $td£ 41 $/td£  $td£ 0.25% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pereira $/td£ $td£ 31 $/td£  $td£ 0.19% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bianchi $/td£ $td£ 30 $/td£  $td£ 0.18% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Rossi $/td£ $td£ 30 $/td£  $td£ 0.18% $/td£ $/tr£¢ $/table£"
"1511",5115,"Losone",74,1.09,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Fornera $/td£ $td£ 74 $/td£  $td£ 1.09% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Bianda $/td£ $td£ 56 $/td£  $td£ 0.83% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Ambrosini $/td£ $td£ 37 $/td£  $td£ 0.55% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Lorenzetti $/td£ $td£ 32 $/td£  $td£ 0.47% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ferrari $/td£ $td£ 26 $/td£  $td£ 0.38% $/td£ $/tr£¢ $/table£"
"1512",5117,"Mergoscia",12,5.91,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Franscella $/td£ $td£ 12 $/td£  $td£ 5.91% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Capella $/td£ $td£ 7 $/td£  $td£ 3.45% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gilgen $/td£ $td£ 7 $/td£  $td£ 3.45% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Cadra $/td£ $td£ 6 $/td£  $td£ 2.96% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Vanzini $/td£ $td£ 5 $/td£  $td£ 2.46% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Wildhaber $/td£ $td£ 5 $/td£  $td£ 2.46% $/td£ $/tr£¢ $/table£"
"1513",5118,"Minusio",57,0.77,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Martinoni $/td£ $td£ 57 $/td£  $td£ 0.77% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Merlini $/td£ $td£ 37 $/td£  $td£ 0.5% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Leoni $/td£ $td£ 34 $/td£  $td£ 0.46% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Mondada $/td£ $td£ 23 $/td£  $td£ 0.31% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Mazzoleni $/td£ $td£ 20 $/td£  $td£ 0.27% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Murseli $/td£ $td£ 20 $/td£  $td£ 0.27% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Sciaroni $/td£ $td£ 20 $/td£  $td£ 0.27% $/td£ $/tr£
¢ $/table£"
"1514",5120,"Muralto",15,0.58,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Buetti $/td£ $td£ 15 $/td£  $td£ 0.58% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Gilardi $/td£ $td£ 15 $/td£  $td£ 0.58% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pedrazzini $/td£ $td£ 12 $/td£  $td£ 0.46% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Sartori $/td£ $td£ 10 $/td£  $td£ 0.39% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Stalder $/td£ $td£ 10 $/td£  $td£ 0.39% $/td£ $/tr£¢ $/table£"
"1515",5121,"Orselina",12,1.72,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Nicora $/td£ $td£ 12 $/td£  $td£ 1.72% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Cavalli $/td£ $td£ 9 $/td£  $td£ 1.29% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Garbani $/td£ $td£ 8 $/td£  $td£ 1.14% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Giovannoni $/td£ $td£ 8 $/td£  $td£ 1.14% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Meier $/td£ $td£ 8 $/td£  $td£ 1.14% $/td£ $/tr£¢ $/table£"
"1516",5125,"Ronco sopra Ascona",7,1.34,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gheno $/td£ $td£ 7 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Zucconi $/td£ $td£ 7 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Carrara $/td£ $td£ 6 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Conti $/td£ $td£ 6 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Poroli $/td£ $td£ 6 $/td£  $td£ 1.15% $/td£ $/tr£¢ $/table£"
"1517",5131,"Tenero-Contra",27,0.79,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Balemi $/td£ $td£ 27 $/td£  $td£ 0.79% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Canevascini $/td£ $td£ 17 $/td£  $td£ 0.5% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Storni $/td£ $td£ 17 $/td£  $td£ 0.5% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Belotti $/td£ $td£ 16 $/td£  $td£ 0.47% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Cattori $/td£ $td£ 16 $/td£  $td£ 0.47% $/td£ $/tr£¢ $/table£"
"1518",5136,"Onsernone",31,4.68,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Garbani $/td£ $td£ 31 $/td£  $td£ 4.68% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Mordasini $/td£ $td£ 25 $/td£  $td£ 3.77% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Terribilini $/td£ $td£ 19 $/td£  $td£ 2.87% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Morgantini $/td£ $td£ 11 $/td£  $td£ 1.66% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rusconi $/td£ $td£ 11 $/td£  $td£ 1.66% $/td£ $/tr£¢ $/table£"
"1519",5138,"Cugnasco-Gerra",34,1.19,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Calzascia $/td£ $td£ 34 $/td£  $td£ 1.19% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Pifferini $/td£ $td£ 33 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Vosti $/td£ $td£ 29 $/td£  $td£ 1.01% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Foletta $/td£ $td£ 17 $/td£  $td£ 0.59% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bravo $/td£ $td£ 16 $/td£  $td£ 0.56% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Gnesa $/td£ $td£ 16 $/td£  $td£ 0.56% $/td£ $/tr£¢ $/table£"
"1520",5141,"Agno",47,1.04,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Bernasconi $/td£ $td£ 47 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Milesi $/td£ $td£ 21 $/td£  $td£ 0.46% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ da Silva $/td£ $td£ 20 $/td£  $td£ 0.44% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Elshani $/td£ $td£ 18 $/td£  $td£ 0.4% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Quadri $/td£ $td£ 18 $/td£  $td£ 0.4% $/td£ $/tr£¢ $/table£"
"1521",5143,"Aranno",14,4,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Nom de famille $/th£ $th£ Total $/th£ $th£ Pourcentage d'habitants de la commune $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Destefani $/td£ $td£ 14 $/td£  $td£ 4% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Corti $/td£ $td£ 7 $/td£  $td£ 2% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Fontana $/td£ $td£ 7 $/td£  $td£ 2% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pedrazzini $/td£ $td£ 6 $/td£  $td£ 1.71% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Tosio $/td£ $td£ 6 $/td£  $td£ 1.71% $/td£ $/tr£¢ $/table£"
