"","gdenr","gemeinde_d","value","pct_gde","top_names_table"
"1882",5921,"Molondin",16,6.23,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Vallon $/td£ $td£ 16 $/td£  $td£ 6.23% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Vuagniaux $/td£ $td£ 8 $/td£  $td£ 3.11% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Correvon $/td£ $td£ 7 $/td£  $td£ 2.72% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Monnier $/td£ $td£ 7 $/td£  $td£ 2.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Lavanchy $/td£ $td£ 6 $/td£  $td£ 2.33% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Rochat $/td£ $td£ 6 $/td£  $td£ 2.33% $/td£ $/tr£¢ $/table£"
"1883",5922,"Montagny-près-Yverdon",19,2.46,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Stoll $/td£ $td£ 19 $/td£  $td£ 2.46% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Martin $/td£ $td£ 16 $/td£  $td£ 2.07% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Steiner $/td£ $td£ 14 $/td£  $td£ 1.81% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Jeanneret $/td£ $td£ 10 $/td£  $td£ 1.3% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Cochet $/td£ $td£ 9 $/td£  $td£ 1.17% $/td£ $/tr£¢ $/table£"
"1884",5923,"Oppens",12,5.91,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Pitton $/td£ $td£ 12 $/td£  $td£ 5.91% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Messer $/td£ $td£ 8 $/td£  $td£ 3.94% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Martin $/td£ $td£ 6 $/td£  $td£ 2.96% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Barraud $/td£ $td£ 5 $/td£  $td£ 2.46% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Dubrit $/td£ $td£ 5 $/td£  $td£ 2.46% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Merminod $/td£ $td£ 5 $/td£  $td£ 2.46% $/td£ $/tr£¢ $/table£"
"1885",5924,"Orges",17,4.19,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Perrier $/td£ $td£ 17 $/td£  $td£ 4.19% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Oliveira $/td£ $td£ 10 $/td£  $td£ 2.46% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Demiri $/td£ $td£ 7 $/td£  $td£ 1.72% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gfeller $/td£ $td£ 7 $/td£  $td£ 1.72% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Cachin $/td£ $td£ 6 $/td£  $td£ 1.48% $/td£ $/tr£¢ $/table£"
"1886",5925,"Orzens",14,6.73,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Guichard $/td£ $td£ 14 $/td£  $td£ 6.73% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Perey $/td£ $td£ 11 $/td£  $td£ 5.29% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Billaud $/td£ $td£ 7 $/td£  $td£ 3.37% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gonin $/td£ $td£ 7 $/td£  $td£ 3.37% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Montandon-Girard $/td£ $td£ 7 $/td£  $td£ 3.37% $/td£ $/tr£¢ $/table£"
"1887",5926,"Pomy",30,3.47,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Miéville $/td£ $td£ 30 $/td£  $td£ 3.47% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Pellaux $/td£ $td£ 21 $/td£  $td£ 2.43% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Chevalley $/td£ $td£ 14 $/td£  $td£ 1.62% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Vulliemin $/td£ $td£ 14 $/td£  $td£ 1.62% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Cuche $/td£ $td£ 13 $/td£  $td£ 1.5% $/td£ $/tr£¢ $/table£"
"1888",5928,"Rovray",29,14.95,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Gallandat $/td£ $td£ 29 $/td£  $td£ 14.95% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gudit $/td£ $td£ 16 $/td£  $td£ 8.25% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Despland $/td£ $td£ 7 $/td£  $td£ 3.61% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Durussel $/td£ $td£ 7 $/td£  $td£ 3.61% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Vernez $/td£ $td£ 7 $/td£  $td£ 3.61% $/td£ $/tr£¢ $/table£"
"1889",5929,"Suchy",20,2.98,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Collet $/td£ $td£ 20 $/td£  $td£ 2.98% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Jenni $/td£ $td£ 16 $/td£  $td£ 2.38% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Gaillard $/td£ $td£ 14 $/td£  $td£ 2.09% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Cholly $/td£ $td£ 11 $/td£  $td£ 1.64% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pittet $/td£ $td£ 11 $/td£  $td£ 1.64% $/td£ $/tr£¢ $/table£"
"1890",5930,"Suscévaz",26,11.87,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Décoppet $/td£ $td£ 26 $/td£  $td£ 11.87% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Vidmer $/td£ $td£ 12 $/td£  $td£ 5.48% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pitton $/td£ $td£ 8 $/td£  $td£ 3.65% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Tharin $/td£ $td£ 8 $/td£  $td£ 3.65% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Thonney $/td£ $td£ 8 $/td£  $td£ 3.65% $/td£ $/tr£¢ $/table£"
"1891",5931,"Treycovagnes",9,1.73,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Turkovic $/td£ $td£ 9 $/td£  $td£ 1.73% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Hausmann $/td£ $td£ 8 $/td£  $td£ 1.54% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Muli $/td£ $td£ 7 $/td£  $td£ 1.34% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Wüthrich $/td£ $td£ 6 $/td£  $td£ 1.15% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Brisset $/td£ $td£ 5 $/td£  $td£ 0.96% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Cabras $/td£ $td£ 5 $/td£  $td£ 0.96% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Coelho $/td£ $td£ 5 $/td£  $td£ 0.96% $/td£ $/tr£§ 
$tr£ $td£ 5. $/td£ $td£ Gashi $/td£ $td£ 5 $/td£  $td£ 0.96% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Mathiyalagan $/td£ $td£ 5 $/td£  $td£ 0.96% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pierotti $/td£ $td£ 5 $/td£  $td£ 0.96% $/td£ $/tr£¢ $/table£"
"1892",5932,"Ursins",21,9.09,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Burdet $/td£ $td£ 21 $/td£  $td£ 9.09% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Tacheron $/td£ $td£ 12 $/td£  $td£ 5.19% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pantina $/td£ $td£ 8 $/td£  $td£ 3.46% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bovay $/td£ $td£ 6 $/td£  $td£ 2.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Frauche $/td£ $td£ 6 $/td£  $td£ 2.6% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gilbert $/td£ $td£ 6 $/td£  $td£ 2.6% $/td£ $/tr£¢ $/table£"
"1893",5933,"Valeyres-sous-Montagny",9,1.28,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Berney $/td£ $td£ 9 $/td£  $td£ 1.28% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Di Pietrantonio $/td£ $td£ 9 $/td£  $td£ 1.28% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Lopez $/td£ $td£ 8 $/td£  $td£ 1.14% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pillard $/td£ $td£ 8 $/td£  $td£ 1.14% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Roth $/td£ $td£ 7 $/td£  $td£ 1% $/td£ $/tr£¢ $/table£"
"1894",5934,"Valeyres-sous-Ursins",33,13.69,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Henry $/td£ $td£ 33 $/td£  $td£ 13.69% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Chapuis $/td£ $td£ 32 $/td£  $td£ 13.28% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Beney $/td£ $td£ 7 $/td£  $td£ 2.9% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Frauche $/td£ $td£ 7 $/td£  $td£ 2.9% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Grin $/td£ $td£ 7 $/td£  $td£ 2.9% $/td£ $/tr£¢ $/table£"
"1895",5935,"Villars-Epeney",10,10.99,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Miftari $/td£ $td£ 10 $/td£  $td£ 10.99% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Cornamusaz $/td£ $td£ 5 $/td£  $td£ 5.49% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Leuthold $/td£ $td£ 5 $/td£  $td£ 5.49% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Azemi $/td£ $td£ 4 $/td£  $td£ 4.4% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Roulier $/td£ $td£ 4 $/td£  $td£ 4.4% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Tabka $/td£ $td£ 4 $/td£  $td£ 4.4% $/td£ $/tr£¢ $/table£"
"1896",5937,"Vugelles-La Mothe",10,7.3,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Chevalley $/td£ $td£ 10 $/td£  $td£ 7.3% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Balimann $/td£ $td£ 8 $/td£  $td£ 5.84% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Beuret $/td£ $td£ 5 $/td£  $td£ 3.65% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ da Silva $/td£ $td£ 5 $/td£  $td£ 3.65% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Fell $/td£ $td£ 5 $/td£  $td£ 3.65% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Giovannini $/td£ $td£ 5 $/td£  $td£ 3.65% $/td£ $/tr£¢ $/table£"
"1897",5938,"Yverdon-les-Bains",277,0.93,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ da Silva $/td£ $td£ 277 $/td£  $td£ 0.93% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Ferreira $/td£ $td£ 189 $/td£  $td£ 0.63% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pereira $/td£ $td£ 156 $/td£  $td£ 0.52% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Pinto $/td£ $td£ 139 $/td£  $td£ 0.47% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ dos Santos $/td£ $td£ 109 $/td£  $td£ 0.37% $/td£ $/tr£¢ $/table£"
"1898",5939,"Yvonand",21,0.6,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Durussel $/td£ $td£ 21 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 1. $/td£ $td£ Michoud $/td£ $td£ 21 $/td£  $td£ 0.6% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ David $/td£ $td£ 19 $/td£  $td£ 0.54% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Vuagniaux $/td£ $td£ 18 $/td£  $td£ 0.51% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Beutler $/td£ $td£ 14 $/td£  $td£ 0.4% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Brügger $/td£ $td£ 14 $/td£  $td£ 0.4% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Bugnon $/td£ $td£ 14 $/td£  $td£ 0.4% $/td£ $/tr£§ 
$tr£ $td£ 5. $/td£ $td£ Favre $/td£ $td£ 14 $/td£  $td£ 0.4% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Jordan $/td£ $td£ 14 $/td£  $td£ 0.4% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Perrin $/td£ $td£ 14 $/td£  $td£ 0.4% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Rebeaud $/td£ $td£ 14 $/td£  $td£ 0.4% $/td£ $/tr£¢ $/table£"
"1899",6002,"Brig-Glis",182,1.33,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Schmid $/td£ $td£ 182 $/td£  $td£ 1.33% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Imhof $/td£ $td£ 153 $/td£  $td£ 1.12% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Fux $/td£ $td£ 136 $/td£  $td£ 1% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Zenklusen $/td£ $td£ 117 $/td£  $td£ 0.86% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Burgener $/td£ $td£ 103 $/td£  $td£ 0.76% $/td£ $/tr£¢ $/table£"
"1900",6004,"Eggerberg",35,11.04,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Zimmermann $/td£ $td£ 35 $/td£  $td£ 11.04% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Millius $/td£ $td£ 33 $/td£  $td£ 10.41% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Wasmer $/td£ $td£ 26 $/td£  $td£ 8.2% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ In-Albon $/td£ $td£ 22 $/td£  $td£ 6.94% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Berchtold $/td£ $td£ 14 $/td£  $td£ 4.42% $/td£ $/tr£¢ $/table£"
"1901",6007,"Naters",257,2.45,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Salzmann $/td£ $td£ 257 $/td£  $td£ 2.45% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmid $/td£ $td£ 239 $/td£  $td£ 2.28% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Pfammatter $/td£ $td£ 181 $/td£  $td£ 1.73% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Jossen $/td£ $td£ 178 $/td£  $td£ 1.7% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Ruppen $/td£ $td£ 175 $/td£  $td£ 1.67% $/td£ $/tr£¢ $/table£"
"1902",6008,"Ried-Brig",70,3.21,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Eyer $/td£ $td£ 70 $/td£  $td£ 3.21% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Arnold $/td£ $td£ 47 $/td£  $td£ 2.15% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Schmidhalter $/td£ $td£ 47 $/td£  $td£ 2.15% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Imhof $/td£ $td£ 46 $/td£  $td£ 2.11% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Zurwerra $/td£ $td£ 45 $/td£  $td£ 2.06% $/td£ $/tr£¢ $/table£"
"1903",6009,"Simplon",111,38.28,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Arnold $/td£ $td£ 111 $/td£  $td£ 38.28% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Zenklusen $/td£ $td£ 40 $/td£  $td£ 13.79% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Escher $/td£ $td£ 28 $/td£  $td£ 9.66% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Gerold $/td£ $td£ 23 $/td£  $td£ 7.93% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Henzen $/td£ $td£ 11 $/td£  $td£ 3.79% $/td£ $/tr£¢ $/table£"
"1904",6010,"Termen",51,4.43,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Escher $/td£ $td£ 51 $/td£  $td£ 4.43% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Kuonen $/td£ $td£ 38 $/td£  $td£ 3.3% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bieler $/td£ $td£ 21 $/td£  $td£ 1.82% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Burgener $/td£ $td£ 20 $/td£  $td£ 1.74% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Roten $/td£ $td£ 20 $/td£  $td£ 1.74% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Walker $/td£ $td£ 20 $/td£  $td£ 1.74% $/td£ $/tr£¢ $/table£"
"1905",6011,"Zwischbergen",17,23.29,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Squaratti $/td£ $td£ 17 $/td£  $td£ 23.29% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Jordan $/td£ $td£ 8 $/td£  $td£ 10.96% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Tscherrig $/td£ $td£ 4 $/td£  $td£ 5.48% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Giana $/td£ $td£ 3 $/td£  $td£ 4.11% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Giromini $/td£ $td£ 3 $/td£  $td£ 4.11% $/td£ $/tr£¢ $/table£"
"1906",6021,"Ardon",124,3.48,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Delaloye $/td£ $td£ 124 $/td£  $td£ 3.48% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Gaillard $/td£ $td£ 94 $/td£  $td£ 2.64% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Bérard $/td£ $td£ 52 $/td£  $td£ 1.46% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Rodrigues $/td£ $td£ 37 $/td£  $td£ 1.04% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Pereira $/td£ $td£ 29 $/td£  $td£ 0.81% $/td£ $/tr£¢ $/table£"
"1907",6022,"Chamoson",109,2.61,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Carrupt $/td£ $td£ 109 $/td£  $td£ 2.61% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Crittin $/td£ $td£ 80 $/td£  $td£ 1.91% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Favre $/td£ $td£ 79 $/td£  $td£ 1.89% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Carruzzo $/td£ $td£ 63 $/td£  $td£ 1.51% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Giroud $/td£ $td£ 46 $/td£  $td£ 1.1% $/td£ $/tr£¢ $/table£"
"1908",6023,"Conthey",231,2.57,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Roh $/td£ $td£ 231 $/td£  $td£ 2.57% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Germanier $/td£ $td£ 209 $/td£  $td£ 2.33% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Evéquoz $/td£ $td£ 160 $/td£  $td£ 1.78% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Dessimoz $/td£ $td£ 157 $/td£  $td£ 1.75% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Sauthier $/td£ $td£ 113 $/td£  $td£ 1.26% $/td£ $/tr£¢ $/table£"
"1909",6024,"Nendaz",559,8.05,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Fournier $/td£ $td£ 559 $/td£  $td£ 8.05% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Délèze $/td£ $td£ 277 $/td£  $td£ 3.99% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Mariéthoz $/td£ $td£ 201 $/td£  $td£ 2.9% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Bornet $/td£ $td£ 182 $/td£  $td£ 2.62% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ Glassey $/td£ $td£ 167 $/td£  $td£ 2.41% $/td£ $/tr£¢ $/table£"
"1910",6025,"Vétroz",74,1.14,"$table  border='1'£ $tr£ $th£ Rang $/th£ $th£ Familienname $/th£ $th£ Total $/th£ $th£ %-Anteil an der Gesamtbevölkerung $/th£ $/tr£ $tr£ $td£ 1. $/td£ $td£ Roh $/td£ $td£ 74 $/td£  $td£ 1.14% $/td£ $/tr£§ $tr£ $td£ 2. $/td£ $td£ Papilloud $/td£ $td£ 72 $/td£  $td£ 1.11% $/td£ $/tr£§ $tr£ $td£ 3. $/td£ $td£ Germanier $/td£ $td£ 62 $/td£  $td£ 0.95% $/td£ $/tr£§ $tr£ $td£ 4. $/td£ $td£ Ferreira $/td£ $td£ 60 $/td£  $td£ 0.92% $/td£ $/tr£§ $tr£ $td£ 5. $/td£ $td£ da Silva $/td£ $td£ 47 $/td£  $td£ 0.72% $/td£ $/tr£¢ $/table£"
